GeneId:intron	baseMean	baseMean_Mock_control	baseMean_METTL3_KD	log2FC	pval	padj
ENSG00000205268:1	3.234539e+02	5.247965e+02	1.221113e+02	-2.10356202368206	6.59279371742826e-26	1.0416865227583e-22
ENSG00000205268:4	5.523404e+01	8.960761e+01	2.086047e+01	-2.1028493192703	5.85435316377466e-06	0.000656257167083021
ENSG00000205268:6	4.023413e+02	6.227504e+02	1.819323e+02	-1.77525257239286	7.59531403402804e-22	8.63077383220129e-19
ENSG00000205542:1	4.461839e+01	6.877595e+01	2.046083e+01	-1.74903976235727	0.000522191799602899	0.0286095081393808
ENSG00000205619:5	3.502995e+01	6.065998e+01	9.399916e+00	-2.6900252414512	7.82640285452389e-06	0.000837157665491251
ENSG00000205631:45	6.541260e+01	1.083037e+02	2.252147e+01	-2.26571013361975	2.38234372155344e-07	3.85976907012307e-05
ENSG00000205662:1	6.482670e+01	3.147502e+01	9.817838e+01	1.64119797229571	0.000613342850338611	0.0326245694910475
ENSG00000205663:2	6.444179e+01	3.074679e+01	9.813679e+01	1.67435841367321	0.0005453702468613	0.0296555573370296
ENSG00000205664:3	1.995364e+02	2.893462e+02	1.097266e+02	-1.39888338885973	8.05007706729545e-09	1.74808898661333e-06
ENSG00000205664:5	6.392311e+01	3.050872e+01	9.733749e+01	1.67377378100339	0.000496233308023474	0.0274240808575371
